,Name,Gender,Birthdate,Genres
1460,Tony Cervone,Male,1966-11-15,"['Mystery', 'Animation', 'Family', 'Comedy']"
1461,Jim Cummings,Male,1986-10-31,"['Horror', 'Thriller']"
1462,Sam Miller,Male,1962-09-28,['Drama']
1463,Michaela Coel,Female,1988-10-01,['Drama']
1464,Natalie Erika James,Female,,"['Horror', 'Drama', 'Mystery', 'Thriller']"
1465,Katie Found,Female,,"['Drama', 'Romance']"
1466,Chad Hartigan,Male,1982-08-31,"['Drama', 'Science Fiction', 'Romance']"
1467,Jeff Baena,Male,1977-06-29,['Drama']
1468,Phyllida Lloyd,Female,1957-06-17,"['Comedy', 'Romance']"
1469,John Stevenson,Male,,"['Comedy', 'Family', 'Adventure', 'Action', 'Animation']"
1470,Mark Herman,Male,1954-01-01,"['Drama', 'War', 'History']"
1471,Pierre Morel,Male,1964-05-12,"['Action', 'Thriller']"
1472,Pascal Laugier,Male,1971-10-16,"['Horror', 'Drama', 'Thriller']"
1473,Bryan Bertino,Male,1977-10-17,"['Horror', 'Mystery', 'Thriller']"
1474,Nick Moore,Male,,"['Drama', 'Comedy', 'Romance']"
1475,David Hackl,Male,1973-02-07,"['Crime', 'Thriller', 'Horror']"
1476,Joel Anderson,Male,,"['Horror', 'Thriller']"
1477,Jimmy Hayward,Male,1970-09-17,"['Fantasy', 'Comedy', 'Family', 'Adventure', 'Animation']"
1478,Fred Wolf,Male,1964-11-07,"['Comedy', 'Romance']"
1479,Matthew Diamond,Male,1951-11-26,"['Comedy', 'Family', 'Romance', 'Music', 'Drama', 'TV Movie']"
1480,Dave Filoni,Male,1974-06-07,"['Adventure', 'Action', 'Animation', 'Science Fiction']"
1481,Kurt Kuenne,Male,1973-10-24,"['Crime', 'Documentary']"
1482,Eric Brevig,Male,,"['Comedy', 'Family', 'Adventure', 'Action', 'Science Fiction']"
1483,John Patrick Shanley,Male,1950-10-03,"['Drama', 'Comedy', 'Romance']"
1484,Wilson Yip,Male,1963-10-23,"['Drama', 'Action', 'History']"
1485,Peter Sollett,Male,1976-02-09,"['Music', 'Drama', 'Comedy']"
1486,Michael Patrick King,Male,1954-09-14,"['Drama', 'Comedy', 'Romance']"
1487,Tom Vaughan,Male,1969-09-05,"['Comedy', 'Romance']"
1488,Adam Brooks,Male,1956-09-03,"['Comedy', 'Romance']"
1489,Dennis Gansel,Male,1973-10-04,"['Drama', 'Thriller']"
1490,Ari Folman,Male,1962-12-17,"['Drama', 'War', 'Animation', 'Documentary']"
1491,Justin Chadwick,Male,1968-12-06,"['Drama', 'Romance', 'History']"
1492,Paul Weiland,Male,1953-07-11,"['Comedy', 'Romance']"
1493,Christophe Honoré,Male,1970-04-10,"['Drama', 'Comedy']"
1494,Gino Nichele,Male,,"['Animation', 'Family']"
1495,Bruce McDonald,Male,1959-05-28,"['Horror', 'Mystery', 'Science Fiction']"
1496,Damon Santostefano,Male,1959-08-15,"['Music', 'Comedy']"
1497,Craig Mazin,Male,1971-04-08,"['Action', 'Comedy', 'Science Fiction']"
1498,David Barnard,,,"['Music', 'Documentary']"
1499,Irvin Kershner,Male,1923-04-29,"['Adventure', 'Action', 'Crime', 'Thriller', 'Science Fiction']"
1500,Jim Abrahams,Male,1944-05-10,"['Action', 'Comedy', 'War']"
1501,Sean S. Cunningham,Male,1941-12-31,['Horror']
1502,Dario Argento,Male,1940-09-07,"['Horror', 'Mystery', 'Thriller']"
1503,Ruggero Deodato,Male,1939-05-07,"['Horror', 'Crime', 'Thriller']"
1504,William Friedkin,Male,1935-08-29,"['Crime', 'Action', 'Mystery', 'Thriller']"
1505,Robert Redford,Male,1936-08-18,"['Drama', 'Mystery', 'Family', 'History']"
1506,Colin Higgins,Male,1941-07-28,['Comedy']
1507,Akira Kurosawa,Male,1910-03-23,"['Fantasy', 'Comedy', 'War', 'Action', 'Drama', 'History']"
1508,Peter Medak,Male,1937-12-23,['Horror']
1509,Richard Lester,Male,1932-01-19,"['Adventure', 'Action', 'Comedy', 'Science Fiction']"
1510,Paul Lynch,Male,1946-06-11,"['Horror', 'Mystery', 'Thriller']"
1511,Mike Hodges,Male,1932-07-29,"['Adventure', 'Action', 'Science Fiction']"
1512,Randal Kleiser,Male,1946-07-20,"['Comedy', 'Family', 'Romance', 'Adventure', 'Science Fiction']"
1513,John Mackenzie,Male,1932-08-16,"['Crime', 'Drama', 'Mystery', 'Thriller']"
1514,Michael Cimino,Male,1939-02-03,"['Romance', 'Crime', 'Drama', 'Action', 'Thriller', 'Western']"
1515,Lucio Fulci,Male,1927-06-17,"['Fantasy', 'Horror', 'Adventure', 'Action', 'Mystery', 'Thriller']"
1516,Dennis Hopper,Male,1936-05-17,"['Crime', 'Drama', 'Thriller', 'Romance']"
1517,William Peter Blatty,Male,1928-01-07,"['Comedy', 'Horror', 'Drama', 'Mystery', 'Thriller']"
1518,Claude Pinoteau,Male,1925-05-25,"['Drama', 'Comedy', 'Romance']"
1519,John Cassavetes,Male,1929-12-09,"['Crime', 'Drama', 'Thriller']"
1520,Lewis Teague,Male,1938-03-08,"['Comedy', 'Romance', 'Horror', 'Adventure', 'Action', 'Thriller', 'Science Fiction']"
1521,François Truffaut,Male,1932-02-06,"['Comedy', 'Romance', 'War', 'Crime', 'Drama', 'Mystery']"
1522,Lewis Jackson,Male,,"['Horror', 'Thriller']"
1523,Nicolas Roeg,Male,1928-08-15,"['Fantasy', 'Comedy', 'Family', 'Horror', 'Drama', 'Mystery', 'Thriller']"
1524,Robert Greenwald,Male,1945-08-28,"['Fantasy', 'Romance', 'Science Fiction']"
1525,Louis Malle,Male,1932-10-30,"['Crime', 'Drama', 'Romance', 'War']"
1526,Rainer Werner Fassbinder,Male,1945-05-31,"['Crime', 'Drama', 'Romance']"
1527,Jamie Uys,Male,1921-05-30,"['Action', 'Comedy']"
1528,Kevin Connor,Male,1937-09-24,"['Horror', 'Comedy']"
1529,Jeannot Szwarc,Male,1939-11-21,"['Fantasy', 'Romance', 'Adventure', 'Drama', 'Action', 'Science Fiction']"
1530,Franco Rosso,Male,1941-08-29,['Drama']
1531,Jimmy T. Murakami,Male,1933-06-05,"['Fantasy', 'Family', 'Horror', 'Music', 'War', 'Adventure', 'Action', 'Animation', 'Science Fiction']"
1532,Barbara Peeters,Female,,"['Horror', 'Science Fiction']"
1533,Samuel Fuller,Male,1912-08-12,"['Horror', 'Drama', 'Thriller', 'War']"
1534,Richard Elfman,Male,1949-03-06,"['Music', 'Fantasy', 'Comedy']"
1535,Robert Houston,Male,,['Action']
1536,Kenji Misumi,Male,1921-03-02,['Action']
1537,Bill Forsyth,Male,1946-07-29,"['Drama', 'Comedy', 'Romance']"
1538,Vernon Zimmerman,Male,,"['Horror', 'Drama', 'Thriller', 'Comedy']"
1539,Tsui Hark,Male,1950-02-15,"['Fantasy', 'Comedy', 'Romance', 'Crime', 'Action', 'Drama', 'Thriller']"
1540,Federico Fellini,Male,1920-01-20,"['Adventure', 'Drama', 'Fantasy', 'Comedy']"
1541,Paul Grimault,Male,1905-03-23,"['Fantasy', 'Animation', 'Family']"
1542,Maurice Pialat,Male,1925-08-21,"['Drama', 'Romance']"
1543,Alain Resnais,Male,1922-06-03,"['Drama', 'Comedy', 'Romance']"
1544,Howard Zieff,Male,1927-10-21,"['Drama', 'Comedy']"
1545,Jean-Luc Godard,Male,1930-12-03,"['Crime', 'Drama', 'Comedy', 'Romance']"
1546,Joe D'Amato,Male,,['Horror']
1547,Allan Moyle,Male,1947-01-01,"['Music', 'Drama', 'Comedy']"
1548,Sidney Poitier,Male,1927-02-20,['Comedy']
1549,Richard Rush,Male,1929-04-15,"['Action', 'Thriller', 'Comedy', 'Drama']"
1550,Les Blank,Male,1935-11-27,"['Comedy', 'Documentary']"
1551,Adrian Malone,,,['Documentary']
1552,Emmett Alston,Male,,"['Horror', 'Thriller']"
1553,Vivian Kubrick,Female,1960-08-05,['Documentary']
1554,James Bridges,Male,1936-02-03,"['Drama', 'Western', 'Romance']"
1555,Ingmar Bergman,Male,1918-07-14,"['Drama', 'Fantasy', 'Mystery', 'TV Movie']"
1556,Charles Kaufman,Male,,"['Horror', 'Action', 'Comedy']"
1557,Umberto Lenzi,Male,1931-08-06,"['Horror', 'Action', 'Adventure']"
1558,Sammo Hung,Male,1952-01-07,"['Fantasy', 'Comedy', 'Romance', 'Horror', 'Crime', 'Action']"
1559,Menahem Golan,Male,1929-05-31,"['Fantasy', 'Comedy', 'Music', 'Action', 'Drama', 'Science Fiction']"
1560,Seijun Suzuki,Male,1923-05-24,"['Fantasy', 'Romance', 'Drama', 'Mystery', 'Thriller']"
1561,Vladimir Menshov,Male,1939-09-17,"['Drama', 'Comedy', 'Romance']"
1562,John Hough,Male,1941-11-21,"['Horror', 'Fantasy', 'Thriller']"
1563,Ronald Neame,Male,1911-04-23,"['Adventure', 'Comedy']"
1564,Stuart Rosenberg,Male,1927-08-11,"['Crime', 'Drama', 'Comedy', 'Action']"
1565,Ulli Lommel,Male,1944-12-21,['Horror']
1566,Ronald F. Maxwell,Male,1949-01-05,"['Drama', 'Comedy']"
1567,Glauber Rocha,Male,1939-03-14,['Drama']
1568,Luigi Cozzi,Male,1947-09-07,"['Horror', 'Science Fiction']"
1569,Bill Gunn,Male,1934-07-15,['Drama']
1570,Art Linson,Male,1942-03-15,['Comedy']
1571,Don Taylor,Male,1920-12-13,"['Action', 'Science Fiction', 'War']"
1572,Bertrand Tavernier,Male,1941-04-25,"['Crime', 'Drama', 'Comedy', 'Science Fiction']"
1573,Gillian Armstrong,Female,1950-12-18,"['Music', 'Drama', 'Comedy', 'Romance']"
1574,Stephan Elliott,Male,1964-08-27,"['Drama', 'Comedy']"
1575,Steve James,Male,1958-03-08,['Documentary']
1576,Penelope Spheeris,Female,1945-12-02,"['Comedy', 'Family', 'Romance', 'Music', 'Drama', 'Thriller', 'Documentary']"
1577,Brian Levant,Male,1952-08-06,"['Adventure', 'Fantasy', 'Comedy', 'Family']"
1578,Atom Egoyan,Male,1960-07-19,"['Drama', 'Mystery']"
1579,Lau Kar-leung,Male,1934-07-28,"['Action', 'Comedy', 'Drama']"
1580,Steven E. de Souza,Male,1947-11-17,"['Adventure', 'Action', 'Thriller', 'Comedy']"
1581,Morten Arnfred,Male,1945-08-02,"['Fantasy', 'Comedy', 'Horror', 'Drama', 'Mystery']"
1582,Alan Zaslove,Male,1927-12-09,"['Adventure', 'Animation', 'Family', 'Romance']"
1583,Tad Stones,Male,1952-05-28,"['Adventure', 'Animation', 'Family', 'Romance']"
1584,Patrick Read Johnson,Male,1962-05-07,"['Comedy', 'Family', 'Adventure', 'Drama', 'Crime']"
1585,David Carson,Male,,"['Adventure', 'Action', 'Thriller', 'Science Fiction']"
1586,Michael Radford,Male,1946-02-24,"['Drama', 'Comedy', 'Romance', 'Science Fiction']"
1587,Richard Rich,Male,1951-06-15,"['Fantasy', 'Comedy', 'Family', 'Adventure', 'Drama', 'Animation']"
1588,Norman Jewison,Male,1926-07-21,"['Drama', 'Comedy', 'Romance']"
1589,Andrew Bergman,Male,1945-02-20,"['Crime', 'Drama', 'Comedy', 'Romance']"
1590,Sam Weisman,Male,1947-05-21,"['Comedy', 'Family', 'Romance', 'Adventure', 'Drama', 'Action']"
1591,Patrice Chéreau,Male,1944-11-02,"['Drama', 'Romance', 'History']"
1592,Gakuryu Ishii,Male,1957-01-15,"['Fantasy', 'Horror', 'Music', 'Crime', 'Drama', 'Action', 'Mystery', 'Science Fiction']"
1593,Tom Noonan,Male,1951-04-12,"['Drama', 'Comedy', 'Romance']"
1594,Chantal Akerman,Female,1950-06-06,"['Comedy', 'Romance', 'Music', 'Drama', 'TV Movie']"
1595,William Dear,Male,1944-11-30,"['Drama', 'Fantasy', 'Comedy', 'Family']"
1596,Paul Flaherty,Male,1945-09-19,['Comedy']
1597,Alain Berbérian,Male,1953-07-02,['Comedy']
1598,Rupert Wainwright,Male,1961-11-30,"['Comedy', 'Family']"
1599,Rose Troche,Female,1964-01-01,"['Drama', 'Comedy', 'Romance']"
1600,André Téchiné,Male,1943-03-13,"['Drama', 'Romance']"
1601,Yoshifumi Kondo,Male,1950-03-31,"['Drama', 'Animation', 'Family']"
1602,Mike Gabriel,Male,1954-11-05,"['Fantasy', 'Family', 'Romance', 'Adventure', 'Animation']"
1603,Kazuya Tsurumaki,Male,1966-02-02,"['Drama', 'Animation', 'Science Fiction', 'Action']"
1604,Hiroyuki Ishido,,,"['Drama', 'Animation', 'Science Fiction']"
1605,Tsuyoshi Kaga,,,"['Drama', 'Animation', 'Science Fiction']"
1606,Keiichi Sugiyama,Male,,"['Drama', 'Animation']"
1607,Seiji Mizushima,Male,1966-01-28,"['Drama', 'Animation', 'Science Fiction']"
1608,Tensai Okamura,Male,1961-12-13,"['Drama', 'Fantasy', 'Animation', 'Science Fiction']"
1609,Naoyasu Hanyu,,,"['Drama', 'Animation']"
1610,Minoru Ohara,Male,,"['Drama', 'Animation', 'Science Fiction']"
1611,Masayuki,Male,1961-01-03,"['Drama', 'Animation', 'Science Fiction']"
1612,Scott Kalvert,Male,1964-08-15,"['Crime', 'Drama']"
1613,Chris Noonan,Male,1952-11-14,"['Drama', 'Fantasy', 'Comedy', 'Family']"
1614,Mike Figgis,Male,1948-02-28,"['Drama', 'Romance']"
1615,Joe Chappelle,Male,,"['Horror', 'Thriller']"
1616,Allison Anders,Female,1954-11-16,['Comedy']
1617,Alexandre Rockwell,Male,1956-08-18,"['Drama', 'Comedy']"
1618,Marc Caro,Male,1956-04-02,"['Adventure', 'Fantasy', 'Comedy', 'Science Fiction']"
1619,Robert Longo,Male,1953-01-07,"['Adventure', 'Action', 'Science Fiction']"
1620,Daisy von Scherler Mayer,Female,1966-09-14,"['Drama', 'Comedy']"
1621,Simon Langton,Male,1941-11-05,['Drama']
1622,Tom DiCillo,Male,1953-08-14,['Comedy']
1623,Rachel Talalay,Female,1958-07-16,"['Fantasy', 'Comedy', 'Horror', 'Action', 'Thriller', 'Science Fiction']"
1624,Carl Franklin,Male,1949-04-11,"['Crime', 'Drama', 'Mystery', 'Thriller']"
1625,Álex de la Iglesia,Male,1965-12-04,"['Horror', 'Action', 'Comedy']"
1626,Tim Robbins,Male,1958-10-16,['Drama']
1627,Irwin Winkler,Male,1931-05-28,"['Crime', 'Action', 'Drama', 'Mystery', 'Thriller']"
1628,Stanley Tong,Male,1960-04-07,"['Crime', 'Action', 'Thriller', 'Comedy']"
1629,Lesli Linka Glatter,Female,1953-07-26,"['Drama', 'Comedy', 'Romance']"
1630,Kim Henkel,Male,1946-01-19,"['Horror', 'Thriller', 'Comedy']"
1631,Rusty Cundieff,Male,1960-12-13,"['Horror', 'Crime', 'Thriller']"
1632,Ernest R. Dickerson,Male,1951-06-25,"['Comedy', 'Horror', 'Crime', 'Drama', 'Thriller']"
1633,Maria Maggenti,Female,,"['Drama', 'Comedy', 'Romance']"
1634,Aditya Chopra,Male,1971-05-22,"['Drama', 'Comedy', 'Romance']"
1635,Bryan Spicer,Male,,"['Adventure', 'Action', 'Fantasy', 'Science Fiction']"
1636,Stuart Gordon,Male,1947-08-11,"['Fantasy', 'Comedy', 'Horror', 'Drama', 'Mystery', 'Thriller', 'Science Fiction']"
1637,John N. Smith,Male,1943-07-31,['Drama']
1638,Sydney Pollack,Male,1934-07-01,"['Comedy', 'Romance', 'Drama', 'Mystery', 'Thriller', 'History']"
1639,Charles Shyer,Male,1941-10-11,"['Comedy', 'Family', 'Romance']"
1640,Mel Brooks,Male,1926-06-28,"['Horror', 'Comedy', 'Science Fiction']"
1641,Rob Epstein,Male,1955-04-06,"['Documentary', 'History']"
1642,Jeffrey Friedman,Male,1951-08-24,"['Documentary', 'History']"
1643,Uli Edel,Male,1947-04-11,['Drama']
1644,Ted Berman,Male,1919-12-17,"['Fantasy', 'Family', 'Adventure', 'Drama', 'Animation']"
1645,Art Stevens,Male,1915-05-01,"['Adventure', 'Drama', 'Animation', 'Family']"
1646,George Mihalka,Male,,"['Horror', 'Mystery', 'Thriller']"
1647,Lawrence Kasdan,Male,1949-01-14,"['Comedy', 'Romance', 'Crime', 'Drama', 'Action', 'Western']"
1648,John Boorman,Male,1933-01-18,"['Adventure', 'Fantasy']"
1649,Hugh Hudson,Male,1936-08-25,"['Drama', 'History']"
1650,Marcell Jankovics,Male,1941-10-21,"['Adventure', 'Fantasy', 'Animation']"
1651,Pino Van Lamsweerde,,1940-09-18,"['Fantasy', 'Music', 'Adventure', 'Animation', 'Science Fiction']"
1652,John Bruno,Male,,"['Fantasy', 'Music', 'Adventure', 'Animation', 'Science Fiction']"
1653,Gerald Potterton,Male,1931-03-08,"['Fantasy', 'Music', 'Adventure', 'Animation', 'Science Fiction']"
1654,John Halas,Male,1912-04-16,"['Fantasy', 'Music', 'Adventure', 'Animation', 'Science Fiction']"
1655,Paul Sabella,Male,,"['Fantasy', 'Music', 'Adventure', 'Animation', 'Science Fiction']"
1656,Harold Whitaker,,,"['Fantasy', 'Music', 'Adventure', 'Animation', 'Science Fiction']"
1657,Jack Stokes,,,"['Fantasy', 'Music', 'Adventure', 'Animation', 'Science Fiction']"
1658,Barrie Nelson,,,"['Fantasy', 'Music', 'Adventure', 'Animation', 'Science Fiction']"
1659,Julian Harris,,,"['Fantasy', 'Music', 'Adventure', 'Animation', 'Science Fiction']"
1660,Tony Maylam,Male,1943-05-26,"['Horror', 'Action', 'Crime', 'Science Fiction']"
1661,Warren Beatty,Male,1937-03-30,"['Comedy', 'Romance', 'Adventure', 'Drama', 'Crime', 'History']"
1662,Tobe Hooper,Male,1943-01-25,"['Comedy', 'Horror', 'Thriller', 'TV Movie', 'Science Fiction']"
1663,Frank Perry,Male,1930-08-21,"['Drama', 'Comedy']"
1664,Gary Sherman,Male,1945-01-01,"['Horror', 'Crime', 'Action', 'Mystery', 'Thriller']"
1665,Albert Brooks,Male,1947-07-22,"['Drama', 'Fantasy', 'Comedy', 'Romance']"
1666,Jim Henson,Male,1936-09-24,"['Fantasy', 'Comedy', 'Family', 'Music', 'Crime', 'Adventure', 'Mystery']"
1667,Éric Rohmer,Male,1920-03-20,"['Drama', 'Comedy', 'Romance']"
1668,Desmond Davis,Male,1926-05-24,"['Adventure', 'Fantasy']"
1669,Richard Franklin,Male,1948-07-15,"['Horror', 'Mystery', 'Thriller']"
1670,Joseph Zito,Male,1946-05-14,"['Horror', 'Mystery', 'Thriller']"
1671,Ivan Passer,Male,1933-07-10,"['Crime', 'Drama', 'Mystery', 'Thriller']"
1672,Mark Rydell,Male,1934-03-23,"['Drama', 'Romance']"
1673,Jean-Jacques Beineix,Male,1946-10-08,"['Action', 'Thriller', 'Drama', 'Romance']"
1674,Bob Clark,Male,1939-08-05,"['Comedy', 'Family']"
1675,J. Lee Thompson,Male,1914-08-01,"['Horror', 'Crime', 'Drama', 'Mystery', 'Thriller']"
1676,William Asher,Male,1921-08-08,"['Horror', 'Thriller']"
1677,Noel Marshall,Male,,"['Adventure', 'Thriller', 'Comedy']"
1678,Leon Hirszman,Male,1937-11-22,['Drama']
1679,István Szabó,Male,1938-02-18,['Drama']
1680,Jim Sharman,Male,1945-03-12,"['Music', 'Comedy']"
1681,Matthew Robbins,Male,1945-07-15,"['Fantasy', 'Comedy', 'Family', 'Adventure', 'Science Fiction']"
1682,Steve Gordon,Male,,"['Drama', 'Comedy', 'Romance']"
1683,Hal Needham,Male,1931-03-06,"['Action', 'Comedy']"
1684,Frank De Felitta,Male,1921-08-03,"['Horror', 'TV Movie']"
1685,Monty Montgomery,,,['Drama']
1686,John Huston,Male,1906-08-05,"['Comedy', 'Family', 'Romance', 'War', 'Crime', 'Drama']"
1687,Michael Wadleigh,Male,1939-09-24,"['Horror', 'Thriller']"
1688,Mike de Leon,Male,1947-05-24,"['Crime', 'Drama', 'Thriller']"
1689,Joe Giannone,,,"['Horror', 'Thriller']"
1690,Bob Rafelson,Male,1933-02-21,"['Crime', 'Drama', 'Thriller', 'Romance']"
1691,Jeff Lieberman,Male,1947-10-16,"['Horror', 'Thriller']"
1692,Bruce Malmuth,Male,1934-02-04,"['Crime', 'Action', 'Thriller']"
1693,Tom DeSimone,Male,,"['Horror', 'Thriller']"
1694,Graham Baker,Male,,"['Horror', 'Mystery', 'Thriller']"
1695,Karel Reisz,Male,1926-07-21,"['Drama', 'Romance', 'History']"
1696,Ralph Bakshi,Male,1938-10-29,"['Fantasy', 'Comedy', 'Music', 'Drama', 'Animation', 'History', 'Science Fiction']"
1697,Peter Bogdanovich,Male,1939-07-30,"['Drama', 'Comedy', 'Romance']"
1698,Andrea Bianchi,Male,,['Horror']
1699,Ed Hunt,Male,,"['Horror', 'Science Fiction']"
1700,Bruce D. Clark,Male,,"['Horror', 'Action', 'Adventure', 'Science Fiction']"
1701,John Irvin,Male,1940-05-07,"['Horror', 'Crime', 'Drama', 'Action', 'Thriller']"
1702,Jimmy Huston,Male,,['Horror']
1703,Eric Weston,Male,,"['Horror', 'Science Fiction']"
1704,Franco Zeffirelli,Male,1923-02-12,"['Drama', 'Romance']"
1705,Mickey Rose,Male,1935-05-20,"['Horror', 'Comedy']"
1706,Romano Scavolini,Male,1940-06-18,['Horror']
1707,Jon Else,Male,1944-01-01,"['Documentary', 'History']"
1708,Georges Lautner,Male,1926-01-24,"['Adventure', 'Action', 'Thriller']"
1709,Lindsey C. Vickers,,,['Horror']
1710,Roberto Benigni,Male,1952-10-27,"['Drama', 'Comedy']"
1711,Jim Gillespie,Male,,"['Horror', 'Mystery', 'Thriller']"
1712,James L. Brooks,Male,1940-05-09,"['Drama', 'Comedy', 'Romance']"
1713,David Mirkin,Male,1955-09-18,"['Comedy', 'Romance']"
1714,Luis Llosa,Male,1951-01-01,"['Horror', 'Adventure', 'Thriller']"
1715,Peter Cattaneo,Male,1964-01-01,['Comedy']
1716,George Armitage,Male,1942-03-02,"['Comedy', 'Romance', 'Crime', 'Drama', 'Action', 'Thriller']"
1717,Masakazu Amiya,,,['Animation']
1718,Yasuhiro Geshi,Male,,['Animation']
1719,Mihiro Yamaguchi,,,['Animation']
1720,Yasuhiro Matsumura,,,['Animation']
1721,Koji Yoshikawa,Male,1966-05-20,['Animation']
1722,Yukina Hiiro,Female,,['Animation']
1723,Koji Fukasawa,Male,,['Animation']
1724,Naohito Takahashi,Male,1959-04-24,['Animation']
1725,Mel Smith,Male,1952-12-03,"['Adventure', 'Comedy', 'Family']"
1726,Jan Pinkava,Male,1963-06-21,"['Animation', 'Family']"
1727,Majid Majidi,Male,1959-04-17,"['Drama', 'Family']"
1728,Mark A.Z. Dippé,Male,1956-11-09,"['Fantasy', 'Horror', 'Adventure', 'Action', 'Thriller', 'Science Fiction']"
1729,Gregory Nava,Male,1949-04-10,"['Music', 'Drama', 'Adventure', 'History']"
1730,Kasi Lemmons,Female,1961-02-24,['Drama']
1731,Bob Spiers,Male,1945-09-27,"['Fantasy', 'Comedy', 'Music', 'Adventure', 'Drama']"
1732,Fruit Chan,Male,1959-04-15,"['Crime', 'Drama', 'Comedy']"
1733,Aleksey Balabanov,Male,1959-02-25,"['Crime', 'Drama']"
1734,Jill Sprecher,Female,1957-07-27,"['Drama', 'Comedy']"
1735,Brian Gilbert,Male,1960-01-01,"['Drama', 'History']"
1736,Robert Kurtzman,Male,1964-11-25,"['Horror', 'Fantasy']"
1737,Gary Fleder,Male,1965-12-19,"['Crime', 'Drama', 'Mystery', 'Thriller']"
1738,Mick Jackson,Male,1943-10-04,"['Fantasy', 'Comedy', 'Romance', 'War', 'Drama', 'Action', 'Thriller', 'Science Fiction']"
1739,Charles Martin Smith,Male,1953-10-30,"['Music', 'Comedy', 'Family', 'Horror']"
1740,Alan J. Pakula,Male,1928-04-07,"['Romance', 'War', 'Crime', 'Drama', 'Mystery', 'Thriller']"
1741,Andrew Knight,Male,1961-01-01,"['Fantasy', 'Animation', 'Family']"
1742,Michael Cooney,Male,1967-01-01,"['Horror', 'Fantasy', 'Comedy']"
1743,Michael Caton-Jones,Male,1957-10-15,"['Comedy', 'Romance', 'Crime', 'Action', 'Adventure', 'Drama', 'Thriller']"
1744,Shoichi Masuo,Male,1960-02-24,"['Drama', 'Animation', 'Science Fiction']"
1745,Akira Takamura,,,"['Drama', 'Animation', 'Science Fiction']"
1746,Stephen Kessler,Male,,['Comedy']
1747,Richard Marquand,Male,1937-09-22,"['Adventure', 'Action', 'Science Fiction']"
1748,Robert Hiltzik,Male,1957-01-01,['Horror']
1749,Andrei Tarkovsky,Male,1932-04-04,"['Drama', 'Romance', 'Documentary']"
1750,Paul Brickman,Male,,"['Crime', 'Drama', 'Comedy', 'Romance']"
1751,Terry Jones,Male,1942-02-01,['Comedy']
1752,Chris Marker,Male,1921-07-29,['Documentary']
1753,Gerald Kargl,Male,1953-01-01,"['Horror', 'Crime', 'Thriller']"
1754,John Badham,Male,1939-08-25,"['Comedy', 'Family', 'Drama', 'Action', 'Thriller', 'Science Fiction']"
1755,Robert Bresson,Male,1901-09-25,"['Crime', 'Drama']"
1756,Nagisa Ōshima,Male,1932-03-31,"['Drama', 'War', 'History']"
1757,Cecelia Condit,Female,1947-01-01,"['Horror', 'Music']"
1758,Martha Coolidge,Female,1946-08-17,"['Comedy', 'Romance', 'Science Fiction']"
1759,Burny Mattinson,Male,1935-05-13,"['Adventure', 'Mystery', 'Animation', 'Family']"
1760,Joe Alves,Male,1936-05-21,"['Horror', 'Thriller']"
1761,Kuei Chih-Hung,Male,1937-12-20,"['Horror', 'Action', 'Fantasy']"
1762,Lizzie Borden,Female,1958-02-03,"['Drama', 'Science Fiction']"
1763,Mike Leigh,Male,1943-02-20,"['Drama', 'Comedy', 'TV Movie']"
1764,Víctor Erice,Male,1940-06-30,['Drama']
1765,Barbra Streisand,Female,1942-04-24,"['Music', 'Drama', 'Comedy', 'Romance']"
1766,Mori Masaki,Male,1941-03-10,"['Drama', 'Animation', 'War']"
1767,Bob Fosse,Male,1927-06-23,['Drama']
1768,Shōhei Imamura,Male,1926-09-15,['Drama']
1769,Peter Yates,Male,1929-07-24,"['Adventure', 'Action', 'Fantasy', 'Science Fiction']"
1770,Bette Gordon,Female,1950-06-22,['Drama']
1771,Carl Reiner,Male,1922-03-20,"['Fantasy', 'Comedy', 'Romance', 'Crime', 'Mystery', 'Science Fiction']"
1772,Stan Dragoti,Male,1932-10-04,"['Drama', 'Comedy']"
1773,Raúl Ruiz,Male,1941-07-25,"['Adventure', 'Drama', 'Fantasy']"
1774,Richard Ciupka,Male,1950-01-01,"['Horror', 'Thriller']"
1775,Jim McBride,Male,1941-09-16,"['Action', 'Drama', 'Romance']"
1776,Jack Clayton,Male,1921-03-01,"['Horror', 'Fantasy', 'Mystery']"
1777,Avery Crounse,Male,1951-04-15,"['Horror', 'Western']"
1778,Douglas McKeown,,,"['Horror', 'Science Fiction']"
1779,Bruce Gowers,Male,1940-12-21,['Comedy']
1780,Nicholas Meyer,Male,1945-12-24,"['Adventure', 'Drama', 'Action', 'Thriller', 'TV Movie', 'Science Fiction']"
1781,Tony Silver,,,"['Music', 'Documentary', 'TV Movie']"
1782,Rick Moranis,Male,1953-04-18,['Comedy']
1783,Dave Thomas,Male,1949-05-20,['Comedy']
1784,Michael Chapman,Male,1935-11-21,"['Drama', 'Romance']"
1785,Douglas Trumbull,Male,1942-04-08,"['Thriller', 'Science Fiction']"
1786,Fabrice A. Zaphiratos,,,['Horror']
1787,Clive A. Smith,Male,,"['Adventure', 'Fantasy', 'Animation']"
1788,Nobuhiko Obayashi,Male,1938-01-09,"['Drama', 'Romance', 'Science Fiction']"
1789,Andrzej Wajda,Male,1926-03-06,"['Drama', 'History']"
1790,Charles Burnett,Male,1944-04-13,['Drama']
1791,Tony Ching Siu-Tung,Male,1953-10-30,"['Action', 'Fantasy', 'Drama']"
